kx	ky	energy
2.748894	-1.963495	3.633512
2.748894	-1.914408	3.541925
2.748894	-1.865321	3.448714
2.748894	-1.816233	3.354105
2.748894	-1.767146	3.258325
2.748894	-1.718058	3.161606
2.748894	-1.668971	3.064179
2.748894	-1.619884	2.966280
2.748894	-1.570796	2.868145
2.748894	-1.521709	2.770009
2.748894	-1.472622	2.672111
2.748894	-1.423534	2.574684
2.748894	-1.374447	2.477964
2.748894	-1.325359	2.382184
2.748894	-1.276272	2.287575
2.748894	-1.227185	2.194365
2.748894	-1.178097	2.102778
2.748894	-1.129010	2.013035
2.748894	-1.079922	1.925351
2.748894	-1.030835	1.839939
2.748894	-0.981748	1.757004
2.748894	-0.932660	1.676746
2.748894	-0.883573	1.599358
2.748894	-0.834486	1.525027
2.748894	-0.785398	1.453931
2.748894	-0.736311	1.386243
2.748894	-0.687223	1.322124
2.748894	-0.638136	1.261730
2.748894	-0.589049	1.205206
2.748894	-0.539961	1.152688
2.748894	-0.490874	1.104302
2.748894	-0.441786	1.060166
2.748894	-0.392699	1.020386
2.748894	-0.343612	0.985057
2.748894	-0.294524	0.954264
2.748894	-0.245437	0.928082
2.748894	-0.196350	0.906574
2.748894	-0.147262	0.889792
2.748894	-0.098175	0.877775
2.748894	-0.049087	0.870554
2.748894	0.000000	0.868145
2.748894	0.049087	0.870554
2.748894	0.098175	0.877775
2.748894	0.147262	0.889792
2.748894	0.196350	0.906574
2.748894	0.245437	0.928082
2.748894	0.294524	0.954264
2.748894	0.343612	0.985057
2.748894	0.392699	1.020386
2.748894	0.441786	1.060166
2.748894	0.490874	1.104302
2.748894	0.539961	1.152688
2.748894	0.589049	1.205206
2.748894	0.638136	1.261730
2.748894	0.687223	1.322124
2.748894	0.736311	1.386243
2.748894	0.785398	1.453931
2.748894	0.834486	1.525027
2.748894	0.883573	1.599358
2.748894	0.932660	1.676746
2.748894	0.981748	1.757004
2.748894	1.030835	1.839939
2.748894	1.079922	1.925351
2.748894	1.129010	2.013035
2.748894	1.178097	2.102778
2.748894	1.227185	2.194365
2.748894	1.276272	2.287575
2.748894	1.325359	2.382184
2.748894	1.374447	2.477964
2.748894	1.423534	2.574684
2.748894	1.472622	2.672111
2.748894	1.521709	2.770009
2.748894	1.570796	2.868145
2.748894	1.619884	2.966280
2.748894	1.668971	3.064179
2.748894	1.718058	3.161606
2.748894	1.767146	3.258325
2.748894	1.816233	3.354105
2.748894	1.865321	3.448714
2.748894	1.914408	3.541925
2.748894	1.963495	3.633512
2.748894	2.012583	3.723255
2.748894	2.061670	3.810938
2.748894	2.110758	3.896350
2.748894	2.159845	3.979285
2.748894	2.208932	4.059543
2.748894	2.258020	4.136931
2.748894	2.307107	4.211263
2.748894	2.356194	4.282358
2.748894	2.405282	4.350047
2.748894	2.454369	4.414166
2.748894	2.503457	4.474560
2.748894	2.552544	4.531084
2.748894	2.601631	4.583602
2.748894	2.650719	4.631987
2.748894	2.699806	4.676123
2.748894	2.748894	4.715904
2.748894	2.797981	4.751233
2.748894	2.847068	4.782025
2.748894	2.896156	4.808207
2.748894	2.945243	4.829715
2.748894	2.994330	4.846498
2.748894	3.043418	4.858514
2.748894	3.092505	4.865736
2.797981	-3.141593	4.903474
2.797981	-3.092505	4.901065
2.797981	-3.043418	4.893843
2.797981	-2.994330	4.881827
2.797981	-2.945243	4.865044
2.797981	-2.896156	4.843536
2.797981	-2.847068	4.817355
2.797981	-2.797981	4.786562
2.797981	-2.748894	4.751233
2.797981	-2.699806	4.711452
2.797981	-2.650719	4.667316
2.797981	-2.601631	4.618931
2.797981	-2.552544	4.566413
2.797981	-2.503457	4.509889
2.797981	-2.454369	4.449495
2.797981	-2.405282	4.385376
2.797981	-2.356194	4.317687
2.797981	-2.307107	4.246592
2.797981	-2.258020	4.172260
2.797981	-2.208932	4.094872
2.797981	-2.159845	4.014614
2.797981	-2.110758	3.931679
2.797981	-2.061670	3.846267
2.797981	-2.012583	3.758584
2.797981	-1.963495	3.668841
2.797981	-1.914408	3.577254
2.797981	-1.865321	3.484043
2.797981	-1.816233	3.389434
2.797981	-1.767146	3.293655
2.797981	-1.718058	3.196935
2.797981	-1.668971	3.099508
2.797981	-1.619884	3.001609
2.797981	-1.570796	2.903474
2.797981	-1.521709	2.805339
2.797981	-1.472622	2.707440
2.797981	-1.423534	2.610013
2.797981	-1.374447	2.513293
2.797981	-1.325359	2.417514
2.797981	-1.276272	2.322905
2.797981	-1.227185	2.229694
2.797981	-1.178097	2.138107
2.797981	-1.129010	2.048364
2.797981	-1.079922	1.960680
2.797981	-1.030835	1.875268
2.797981	-0.981748	1.792333
2.797981	-0.932660	1.712075
2.797981	-0.883573	1.634687
2.797981	-0.834486	1.560356
2.797981	-0.785398	1.489260
2.797981	-0.736311	1.421572
2.797981	-0.687223	1.357453
2.797981	-0.638136	1.297059
2.797981	-0.589049	1.240535
2.797981	-0.539961	1.188017
2.797981	-0.490874	1.139631
2.797981	-0.441786	1.095495
2.797981	-0.392699	1.055715
2.797981	-0.343612	1.020386
2.797981	-0.294524	0.989593
2.797981	-0.245437	0.963411
2.797981	-0.196350	0.941903
2.797981	-0.147262	0.925121
2.797981	-0.098175	0.913104
2.797981	-0.049087	0.905883
2.797981	0.000000	0.903474
2.797981	0.049087	0.905883
2.797981	0.098175	0.913104
2.797981	0.147262	0.925121
2.797981	0.196350	0.941903
2.797981	0.245437	0.963411
2.797981	0.294524	0.989593
2.797981	0.343612	1.020386
2.797981	0.392699	1.055715
2.797981	0.441786	1.095495
2.797981	0.490874	1.139631
2.797981	0.539961	1.188017
2.797981	0.589049	1.240535
2.797981	0.638136	1.297059
2.797981	0.687223	1.357453
2.797981	0.736311	1.421572
2.797981	0.785398	1.489260
2.797981	0.834486	1.560356
2.797981	0.883573	1.634687
2.797981	0.932660	1.712075
2.797981	0.981748	1.792333
2.797981	1.030835	1.875268
2.797981	1.079922	1.960680
2.797981	1.129010	2.048364
2.797981	1.178097	2.138107
2.797981	1.227185	2.229694
2.797981	1.276272	2.322905
2.797981	1.325359	2.417514
2.797981	1.374447	2.513293
2.797981	1.423534	2.610013
2.797981	1.472622	2.707440
2.797981	1.521709	2.805339
2.797981	1.570796	2.903474
2.797981	1.619884	3.001609
2.797981	1.668971	3.099508
2.797981	1.718058	3.196935
2.797981	1.767146	3.293655
2.797981	1.816233	3.389434
2.797981	1.865321	3.484043
2.797981	1.914408	3.577254
2.797981	1.963495	3.668841
2.797981	2.012583	3.758584
2.797981	2.061670	3.846267
2.797981	2.110758	3.931679
2.797981	2.159845	4.014614
2.797981	2.208932	4.094872
2.797981	2.258020	4.172260
2.797981	2.307107	4.246592
2.797981	2.356194	4.317687
2.797981	2.405282	4.385376
2.797981	2.454369	4.449495
2.797981	2.503457	4.509889
2.797981	2.552544	4.566413
2.797981	2.601631	4.618931
2.797981	2.650719	4.667316
2.797981	2.699806	4.711452
2.797981	2.748894	4.751233
2.797981	2.797981	4.786562
2.797981	2.847068	4.817355
2.797981	2.896156	4.843536
2.797981	2.945243	4.865044
2.797981	2.994330	4.881827
2.797981	3.043418	4.893843
2.797981	3.092505	4.901065
2.847068	-3.141593	4.934266
2.847068	-3.092505	4.931857
2.847068	-3.043418	4.924636
2.847068	-2.994330	4.912619
2.847068	-2.945243	4.895837
2.847068	-2.896156	4.874329
2.847068	-2.847068	4.848147
2.847068	-2.797981	4.817355
2.847068	-2.748894	4.782025
2.847068	-2.699806	4.742245
2.847068	-2.650719	4.698109
2.847068	-2.601631	4.649724
2.847068	-2.552544	4.597206
2.847068	-2.503457	4.540681
2.847068	-2.454369	4.480287
2.847068	-2.405282	4.416169
2.847068	-2.356194	4.348480
2.847068	-2.307107	4.277384
2.847068	-2.258020	4.203053
2.847068	-2.208932	4.125665
2.847068	-2.159845	4.045407
2.847068	-2.110758	3.962472
2.847068	-2.061670	3.877060
2.847068	-2.012583	3.789377
2.847068	-1.963495	3.699633
2.847068	-1.914408	3.608046
2.847068	-1.865321	3.514836
2.847068	-1.816233	3.420227
2.847068	-1.767146	3.324447
2.847068	-1.718058	3.227727
2.847068	-1.668971	3.130301
2.847068	-1.619884	3.032402
2.847068	-1.570796	2.934266
2.847068	-1.521709	2.836131
2.847068	-1.472622	2.738232
2.847068	-1.423534	2.640805
2.847068	-1.374447	2.544086
2.847068	-1.325359	2.448306
2.847068	-1.276272	2.353697
2.847068	-1.227185	2.260487
2.847068	-1.178097	2.168900
2.847068	-1.129010	2.079156
2.847068	-1.079922	1.991473
2.847068	-1.030835	1.906061
2.847068	-0.981748	1.823126
2.847068	-0.932660	1.742868
2.847068	-0.883573	1.665480
2.847068	-0.834486	1.591149
2.847068	-0.785398	1.520053
2.847068	-0.736311	1.452364
2.847068	-0.687223	1.388246
2.847068	-0.638136	1.327851
2.847068	-0.589049	1.271327
2.847068	-0.539961	1.218809
2.847068	-0.490874	1.170424
2.847068	-0.441786	1.126288
2.847068	-0.392699	1.086507
2.847068	-0.343612	1.051178
2.847068	-0.294524	1.020386
2.847068	-0.245437	0.994204
2.847068	-0.196350	0.972696
2.847068	-0.147262	0.955913
2.847068	-0.098175	0.943897
2.847068	-0.049087	0.936676
2.847068	0.000000	0.934266
2.847068	0.049087	0.936676
2.847068	0.098175	0.943897
2.847068	0.147262	0.955913
2.847068	0.196350	0.972696
2.847068	0.245437	0.994204
2.847068	0.294524	1.020386
2.847068	0.343612	1.051178
2.847068	0.392699	1.086507
2.847068	0.441786	1.126288
2.847068	0.490874	1.170424
2.847068	0.539961	1.218809
2.847068	0.589049	1.271327
2.847068	0.638136	1.327851
2.847068	0.687223	1.388246
2.847068	0.736311	1.452364
2.847068	0.785398	1.520053
2.847068	0.834486	1.591149
2.847068	0.883573	1.665480
2.847068	0.932660	1.742868
2.847068	0.981748	1.823126
2.847068	1.030835	1.906061
2.847068	1.079922	1.991473
2.847068	1.129010	2.079156
2.847068	1.178097	2.168900
2.847068	1.227185	2.260487
2.847068	1.276272	2.353697
2.847068	1.325359	2.448306
2.847068	1.374447	2.544086
2.847068	1.423534	2.640805
2.847068	1.472622	2.738232
2.847068	1.521709	2.836131
2.847068	1.570796	2.934266
2.847068	1.619884	3.032402
2.847068	1.668971	3.130301
2.847068	1.718058	3.227727
2.847068	1.767146	3.324447
2.847068	1.816233	3.420227
2.847068	1.865321	3.514836
2.847068	1.914408	3.608046
2.847068	1.963495	3.699633
2.847068	2.012583	3.789377
2.847068	2.061670	3.877060
2.847068	2.110758	3.962472
2.847068	2.159845	4.045407
2.847068	2.208932	4.125665
2.847068	2.258020	4.203053
2.847068	2.307107	4.277384
2.847068	2.356194	4.348480
2.847068	2.405282	4.416169
2.847068	2.454369	4.480287
2.847068	2.503457	4.540681
2.847068	2.552544	4.597206
2.847068	2.601631	4.649724
2.847068	2.650719	4.698109
2.847068	2.699806	4.742245
2.847068	2.748894	4.782025
2.847068	2.797981	4.817355
2.847068	2.847068	4.848147
2.847068	2.896156	4.874329
2.847068	2.945243	4.895837
2.847068	2.994330	4.912619
2.847068	3.043418	4.924636
2.847068	3.092505	4.931857
2.896156	-3.141593	4.960448
2.896156	-3.092505	4.958039
2.896156	-3.043418	4.950818
2.896156	-2.994330	4.938801
2.896156	-2.945243	4.922019
2.896156	-2.896156	4.900511
2.896156	-2.847068	4.874329
2.896156	-2.797981	4.843536
2.896156	-2.748894	4.808207
2.896156	-2.699806	4.768427
2.896156	-2.650719	4.724291
2.896156	-2.601631	4.675905
2.896156	-2.552544	4.623387
2.896156	-2.503457	4.566863
2.896156	-2.454369	4.506469
2.896156	-2.405282	4.442350
2.896156	-2.356194	4.374662
2.896156	-2.307107	4.303566
2.896156	-2.258020	4.229235
2.896156	-2.208932	4.151847
2.896156	-2.159845	4.071589
2.896156	-2.110758	3.988654
2.896156	-2.061670	3.903242
2.896156	-2.012583	3.815558
2.896156	-1.963495	3.725815
2.896156	-1.914408	3.634228
2.896156	-1.865321	3.541018
2.896156	-1.816233	3.446409
2.896156	-1.767146	3.350629
2.896156	-1.718058	3.253909
2.896156	-1.668971	3.156483
2.896156	-1.619884	3.058584
2.896156	-1.570796	2.960448
2.896156	-1.521709	2.862313
2.896156	-1.472622	2.764414
2.896156	-1.423534	2.666987
2.896156	-1.374447	2.570268
2.896156	-1.325359	2.474488
2.896156	-1.276272	2.379879
2.896156	-1.227185	2.286669
2.896156	-1.178097	2.195081
2.896156	-1.129010	2.105338
2.896156	-1.079922	2.017655
2.896156	-1.030835	1.932243
2.896156	-0.981748	1.849308
2.896156	-0.932660	1.769050
2.896156	-0.883573	1.691662
2.896156	-0.834486	1.617330
2.896156	-0.785398	1.546235
2.896156	-0.736311	1.478546
2.896156	-0.687223	1.414427
2.896156	-0.638136	1.354033
2.896156	-0.589049	1.297509
2.896156	-0.539961	1.244991
2.896156	-0.490874	1.196606
2.896156	-0.441786	1.152470
2.896156	-0.392699	1.112689
2.896156	-0.343612	1.077360
2.896156	-0.294524	1.046568
2.896156	-0.245437	1.020386
2.896156	-0.196350	0.998878
2.896156	-0.147262	0.982095
2.896156	-0.098175	0.970079
2.896156	-0.049087	0.962857
2.896156	0.000000	0.960448
2.896156	0.049087	0.962857
2.896156	0.098175	0.970079
2.896156	0.147262	0.982095
2.896156	0.196350	0.998878
2.896156	0.245437	1.020386
2.896156	0.294524	1.046568
2.896156	0.343612	1.077360
2.896156	0.392699	1.112689
2.896156	0.441786	1.152470
2.896156	0.490874	1.196606
2.896156	0.539961	1.244991
2.896156	0.589049	1.297509
2.896156	0.638136	1.354033
2.896156	0.687223	1.414427
2.896156	0.736311	1.478546
2.896156	0.785398	1.546235
2.896156	0.834486	1.617330
2.896156	0.883573	1.691662
2.896156	0.932660	1.769050
2.896156	0.981748	1.849308
2.896156	1.030835	1.932243
2.896156	1.079922	2.017655
2.896156	1.129010	2.105338
2.896156	1.178097	2.195081
2.896156	1.227185	2.286669
2.896156	1.276272	2.379879
2.896156	1.325359	2.474488
2.896156	1.374447	2.570268
2.896156	1.423534	2.666987
2.896156	1.472622	2.764414
2.896156	1.521709	2.862313
2.896156	1.570796	2.960448
2.896156	1.619884	3.058584
2.896156	1.668971	3.156483
2.896156	1.718058	3.253909
2.896156	1.767146	3.350629
2.896156	1.816233	3.446409
2.896156	1.865321	3.541018
2.896156	1.914408	3.634228
2.896156	1.963495	3.725815
2.896156	2.012583	3.815558
2.896156	2.061670	3.903242
2.896156	2.110758	3.988654
2.896156	2.159845	4.071589
2.896156	2.208932	4.151847
2.896156	2.258020	4.229235
2.896156	2.307107	4.303566
2.896156	2.356194	4.374662
2.896156	2.405282	4.442350
2.896156	2.454369	4.506469
2.896156	2.503457	4.566863
2.896156	2.552544	4.623387
2.896156	2.601631	4.675905
2.896156	2.650719	4.724291
2.896156	2.699806	4.768427
2.896156	2.748894	4.808207
2.896156	2.797981	4.843536
2.896156	2.847068	4.874329
2.896156	2.896156	4.900511
2.896156	2.945243	4.922019
2.896156	2.994330	4.938801
2.896156	3.043418	4.950818
2.896156	3.092505	4.958039
2.945243	-3.141593	4.981956
2.945243	-3.092505	4.979547
2.945243	-3.043418	4.972326
2.945243	-2.994330	4.960309
2.945243	-2.945243	4.943527
2.945243	-2.896156	4.922019
2.945243	-2.847068	4.895837
2.945243	-2.797981	4.865044
2.945243	-2.748894	4.829715
2.945243	-2.699806	4.789935
2.945243	-2.650719	4.745799
2.945243	-2.601631	4.697414
2.945243	-2.552544	4.644896
2.945243	-2.503457	4.588371
2.945243	-2.454369	4.527977
2.945243	-2.405282	4.463859
2.945243	-2.356194	4.396170
2.945243	-2.307107	4.325074
2.945243	-2.258020	4.250743
2.945243	-2.208932	4.173355
2.945243	-2.159845	4.093097
2.945243	-2.110758	4.010162
2.945243	-2.061670	3.924750
2.945243	-2.012583	3.837066
2.945243	-1.963495	3.747323
2.945243	-1.914408	3.655736
2.945243	-1.865321	3.562526
2.945243	-1.816233	3.467917
2.945243	-1.767146	3.372137
2.945243	-1.718058	3.275417
2.945243	-1.668971	3.177991
2.945243	-1.619884	3.080092
2.945243	-1.570796	2.981956
2.945243	-1.521709	2.883821
2.945243	-1.472622	2.785922
2.945243	-1.423534	2.688495
2.945243	-1.374447	2.591776
2.945243	-1.325359	2.495996
2.945243	-1.276272	2.401387
2.945243	-1.227185	2.308177
2.945243	-1.178097	2.216589
2.945243	-1.129010	2.126846
2.945243	-1.079922	2.039163
2.945243	-1.030835	1.953751
2.945243	-0.981748	1.870816
2.945243	-0.932660	1.790558
2.945243	-0.883573	1.713170
2.945243	-0.834486	1.638838
2.945243	-0.785398	1.567743
2.945243	-0.736311	1.500054
2.945243	-0.687223	1.435935
2.945243	-0.638136	1.375541
2.945243	-0.589049	1.319017
2.945243	-0.539961	1.266499
2.945243	-0.490874	1.218114
2.945243	-0.441786	1.173978
2.945243	-0.392699	1.134197
2.945243	-0.343612	1.098868
2.945243	-0.294524	1.068076
2.945243	-0.245437	1.041894
2.945243	-0.196350	1.020386
2.945243	-0.147262	1.003603
2.945243	-0.098175	0.991587
2.945243	-0.049087	0.984365
2.945243	0.000000	0.981956
2.945243	0.049087	0.984365
2.945243	0.098175	0.991587
2.945243	0.147262	1.003603
2.945243	0.196350	1.020386
2.945243	0.245437	1.041894
2.945243	0.294524	1.068076
2.945243	0.343612	1.098868
2.945243	0.392699	1.134197
2.945243	0.441786	1.173978
2.945243	0.490874	1.218114
2.945243	0.539961	1.266499
2.945243	0.589049	1.319017
2.945243	0.638136	1.375541
2.945243	0.687223	1.435935
2.945243	0.736311	1.500054
2.945243	0.785398	1.567743
2.945243	0.834486	1.638838
2.945243	0.883573	1.713170
2.945243	0.932660	1.790558
2.945243	0.981748	1.870816
2.945243	1.030835	1.953751
2.945243	1.079922	2.039163
2.945243	1.129010	2.126846
2.945243	1.178097	2.216589
2.945243	1.227185	2.308177
2.945243	1.276272	2.401387
2.945243	1.325359	2.495996
2.945243	1.374447	2.591776
2.945243	1.423534	2.688495
2.945243	1.472622	2.785922
2.945243	1.521709	2.883821
2.945243	1.570796	2.981956
2.945243	1.619884	3.080092
2.945243	1.668971	3.177991
2.945243	1.718058	3.275417
2.945243	1.767146	3.372137
2.945243	1.816233	3.467917
2.945243	1.865321	3.562526
2.945243	1.914408	3.655736
2.945243	1.963495	3.747323
2.945243	2.012583	3.837066
2.945243	2.061670	3.924750
2.945243	2.110758	4.010162
2.945243	2.159845	4.093097
2.945243	2.208932	4.173355
2.945243	2.258020	4.250743
2.945243	2.307107	4.325074
2.945243	2.356194	4.396170
2.945243	2.405282	4.463859
2.945243	2.454369	4.527977
2.945243	2.503457	4.588371
2.945243	2.552544	4.644896
2.945243	2.601631	4.697414
2.945243	2.650719	4.745799
2.945243	2.699806	4.789935
2.945243	2.748894	4.829715
2.945243	2.797981	4.865044
2.945243	2.847068	4.895837
2.945243	2.896156	4.922019
2.945243	2.945243	4.943527
2.945243	2.994330	4.960309
2.945243	3.043418	4.972326
2.945243	3.092505	4.979547
2.994330	-3.141593	4.998739
2.994330	-3.092505	4.996330
2.994330	-3.043418	4.989108
2.994330	-2.994330	4.977092
2.994330	-2.945243	4.960309
2.994330	-2.896156	4.938801
2.994330	-2.847068	4.912619
2.994330	-2.797981	4.881827
2.994330	-2.748894	4.846498
2.994330	-2.699806	4.806717
2.994330	-2.650719	4.762581
2.994330	-2.601631	4.714196
2.994330	-2.552544	4.661678
2.994330	-2.503457	4.605154
2.994330	-2.454369	4.544760
2.994330	-2.405282	4.480641
2.994330	-2.356194	4.412952
2.994330	-2.307107	4.341857
2.994330	-2.258020	4.267525
2.994330	-2.208932	4.190137
2.994330	-2.159845	4.109879
2.994330	-2.110758	4.026944
2.994330	-2.061670	3.941532
2.994330	-2.012583	3.853849
2.994330	-1.963495	3.764106
2.994330	-1.914408	3.672518
2.994330	-1.865321	3.579308
2.994330	-1.816233	3.484699
2.994330	-1.767146	3.388919
2.994330	-1.718058	3.292200
2.994330	-1.668971	3.194773
2.994330	-1.619884	3.096874
2.994330	-1.570796	2.998739
2.994330	-1.521709	2.900603
2.994330	-1.472622	2.802704
2.994330	-1.423534	2.705278
2.994330	-1.374447	2.608558
2.994330	-1.325359	2.512778
2.994330	-1.276272	2.418169
2.994330	-1.227185	2.324959
2.994330	-1.178097	2.233372
2.994330	-1.129010	2.143629
2.994330	-1.079922	2.055945
2.994330	-1.030835	1.970533
2.994330	-0.981748	1.887598
2.994330	-0.932660	1.807340
2.994330	-0.883573	1.729952
2.994330	-0.834486	1.655621
2.994330	-0.785398	1.584525
2.994330	-0.736311	1.516837
2.994330	-0.687223	1.452718
2.994330	-0.638136	1.392324
2.994330	-0.589049	1.335800
2.994330	-0.539961	1.283282
2.994330	-0.490874	1.234896
2.994330	-0.441786	1.190760
2.994330	-0.392699	1.150980
2.994330	-0.343612	1.115651
2.994330	-0.294524	1.084858
2.994330	-0.245437	1.058676
2.994330	-0.196350	1.037168
2.994330	-0.147262	1.020386
2.994330	-0.098175	1.008369
2.994330	-0.049087	1.001148
2.994330	0.000000	0.998739
2.994330	0.049087	1.001148
2.994330	0.098175	1.008369
2.994330	0.147262	1.020386
2.994330	0.196350	1.037168
2.994330	0.245437	1.058676
2.994330	0.294524	1.084858
2.994330	0.343612	1.115651
2.994330	0.392699	1.150980
2.994330	0.441786	1.190760
2.994330	0.490874	1.234896
2.994330	0.539961	1.283282
2.994330	0.589049	1.335800
2.994330	0.638136	1.392324
2.994330	0.687223	1.452718
2.994330	0.736311	1.516837
2.994330	0.785398	1.584525
2.994330	0.834486	1.655621
2.994330	0.883573	1.729952
2.994330	0.932660	1.807340
2.994330	0.981748	1.887598
2.994330	1.030835	1.970533
2.994330	1.079922	2.055945
2.994330	1.129010	2.143629
2.994330	1.178097	2.233372
2.994330	1.227185	2.324959
2.994330	1.276272	2.418169
2.994330	1.325359	2.512778
2.994330	1.374447	2.608558
2.994330	1.423534	2.705278
2.994330	1.472622	2.802704
2.994330	1.521709	2.900603
2.994330	1.570796	2.998739
2.994330	1.619884	3.096874
2.994330	1.668971	3.194773
2.994330	1.718058	3.292200
2.994330	1.767146	3.388919
2.994330	1.816233	3.484699
2.994330	1.865321	3.579308
2.994330	1.914408	3.672518
2.994330	1.963495	3.764106
2.994330	2.012583	3.853849
2.994330	2.061670	3.941532
2.994330	2.110758	4.026944
2.994330	2.159845	4.109879
2.994330	2.208932	4.190137
2.994330	2.258020	4.267525
2.994330	2.307107	4.341857
2.994330	2.356194	4.412952
2.994330	2.405282	4.480641
2.994330	2.454369	4.544760
2.994330	2.503457	4.605154
2.994330	2.552544	4.661678
2.994330	2.601631	4.714196
2.994330	2.650719	4.762581
